Order ID,Order Date,First Name,Last Name,Product & Category,Sub Category,Customer Segment,City,State,Region,Quantity,Unit Price,Sales,Profit,Tax,Total,Payment Mode,Sales Person,Customer Type,Notes
ORD-01115,02-04-2026,Ajay,Devi,COlOr maRkEr Set - OFfice sUPPlies,Art,ConSumEr,Hyderabad, Telangana,South,3,5443.04,"Rs. 19,138",2312,2351.39,17440.2,Credit Card,"Rs. 6,482",Regular,  follow up required
ORD-01116,03-04-2026,harini,Mohan,  a4 coPY pApER - oFfICe suPPlIeS ,PaPEr,HOmE oFFiCE,  Bhubaneswar, Odisha ,East,6,3907.69,"Rs. 2,564",874,3165.23,2557.6,Debit Card,"Rs. 11,927",Premium,delayed shipment
ORD-01117,04-04-2026,Karthik,Varma,Ring bindeR - OFFice SUPpLiEs,BIndErs,  COnsumEr ,Bengaluru, Karnataka,South,8,2015.19,"Rs. 22,714",3441,2321.5,21942.3,Net Banking,"Rs. 24,331",Regular, discount approval
ORD-01118,05-04-2026,Suresh,Devi,fiLe OrGANIZer - oFFice sUPPlIeS,BInDErS,HOME ofFiCE,Ahmedabad, Gujarat,West,5,7258.25,"Rs. 24,208",339,5552.56,23089.6,Net Banking,"Rs. 11,328",Regular,
ORD-01119,06-04-2026,Karthik,Mohan,  ring BiNdeR - ofFiCe suPPlIeS ,biNdeRS,corpOraTE,Noida, Uttar Pradesh,North,4,6305.66,"Rs. 7,863",664,3405.06,6809.55,UPI,"Rs. 16,493",Regular,address pending
ORD-01120,07-04-2026,Ajay,Kumar,  exECUtIvE deSK - FuRniTure ,  tAbLeS ,coRpoRatE,Jaipur, Rajasthan,West,9,4546.65,"Rs. 16,390",3540,6260.74,15794.5,Credit Card,"Rs. 23,309",New, duplicate check
ORD-01121,08-04-2026,Pooja,Kumar,iPHone DEvIce - technOlOgy,pHonEs,HOmE offIce,Bengaluru, Karnataka,South,5,5905.37,"Rs. 22,400",582,4251.87,22577,Credit Card,"Rs. 11,448",New,urgent delivery
ORD-01122,09-04-2026,Santhosh,Reddy,  iNdUsTRIaL PrIntEr - TEcHNOlOGy ,maChInEs,  cOrporatE ,  Mumbai, Maharashtra ,West,1,6772.57,"Rs. 1,519",4212,1097.16,1547.05,UPI,"Rs. 24,896",Regular,address pending
ORD-01123,10-04-2026,Sneha,Devi,cOlor MArker SeT - oFFicE SUPPLIEs,  ARt ,corPOrATE,  Noida, Uttar Pradesh ,North,8,5040.23,"Rs. 18,942",2821,6895.03,17274.8,Credit Card,"Rs. 22,000",Regular,address pending
ORD-01124,11-04-2026,Pooja,  Patel ,DIGiTal CoPiEr - tEChnOlOgY,CopieRS,HomE oFfIcE,Delhi, Delhi,North,5,5774.27,"Rs. 5,637",928,3897.63,5741,Debit Card,"Rs. 10,694",Regular,address pending
ORD-01125,12-04-2026,Naveen,Kumar,visitOR ChaIR - fURnitURe,ChaiRS,COrporATe,  Kolkata, West Bengal ,East,3,5107.68,"Rs. 16,387",2239,2620.24,15601.65,UPI,"Rs. 20,579",Premium,urgent delivery
ORD-01126,13-04-2026,Nithya,Varma,dISpLAy rACk - FuRNITUrE,BOOkcaseS,CORpOrate,Pune, Maharashtra,West,5,1328.24,"Rs. 11,626",2493,1075.87,11537.7,Net Banking,"Rs. 19,827",Returning,
ORD-01127,14-04-2026,Harini,Rajan,DOCUmENT CabINet - OFFICE suPplies,STORaGe,consUmEr,  Kolkata, West Bengal ,East,6,3418.89,"Rs. 5,325",389,3323.16,4989.25,  Debit Card ,"Rs. 22,891",Regular,
 ORD-01128 ,15-04-2026,Pooja,Krishnan,usb HuB - TEcHNoLOgy,accEsSorIeS,  coNSumER ,  Patna, Bihar ,East,7,4249.07,"Rs. 22,396",2072,4283.06,20404.4,Cash,"Rs. 13,191",Regular,address pending
ORD-01129,16-04-2026,Anitha,Gupta,sTudY TablE - furniTurE,  tABLES ,CONSuMeR,Hyderabad, Telangana,South,8,1575.24,"Rs. 21,191",3990,1928.09,20263.45,Credit Card,"Rs. 11,114",Premium,
ORD-01130,17-04-2026,Ajay,  Singh ,Office cHAIR - FURNiTuRe,cHAIRs,HOmE offIcE,Chandigarh, Punjab,North,,2364.79,"Rs. 17,761",3725,1447.25,15295.85,Net Banking,"Rs. 8,700",Premium,address pending
ORD-01131,18-04-2026,Sneha,Gupta, ScanNER MAchIne - tECHNOloGY ,MaCHINeS,corpORAtE,Lucknow, Uttar Pradesh,North,10,703.32,"Rs. 19,326",4647,1265.98,15908.8,Cash,"Rs. 2,523",Premium,
ORD-01132,19-04-2026,Karthik,Mohan,IPHOnE devICE - TEchNologY,PHoneS,coRPoRaTe,  Ahmedabad, Gujarat ,West,5,7812.97,"Rs. 14,483",3737,7031.67,14561,  Credit Card ,"Rs. 18,181",Premium,bulk order
ORD-01134,21-04-2026,Rahul,Varma,FILE orGanIZEr - OfFIce SuppliES,BInDErS,CONSUMER,Chennai, Tamil Nadu,South,5,3847.68,"Rs. 10,503",794,2770.33,10711,Credit Card,"Rs. 9,090",Premium,delayed shipment
ORD-01135,22-04-2026,Suresh,Kumar,iphoNE DEvIcE - tECHNOlOGy,PhONes,coNsUMER,  Madurai, Tamil Nadu ,South,4,7915.33,"Rs. 14,325",276,5699.04,14063.75,Credit Card,"Rs. 1,169",Premium,  follow up required
ORD-01136,23-04-2026,Lakshmi,Bose,DoCuMeNT CABInet - OfFIcE SupPlIes,storAge,CONSUmeR,Mumbai, Maharashtra,West,1,1810.46,"Rs. 14,467",4622,325.88,13454.3,  UPI ,"Rs. 16,151",Regular,  follow up required
ORD-01137,24-04-2026,Ramesh,Varma,diGITAl COPIER - teChNoLOgY,COPIErS,COnsUmER,Jaipur, Rajasthan,West,9,5672.97,"Rs. 9,531",1341,8730.7,9952,Debit Card,"Rs. 14,046",New, duplicate check
ORD-01138,25-04-2026,Anitha,Gupta,INDuStRIal PRinTeR - TEchnOLoGy,maCHInES,coRporatE,Ranchi, Jharkhand,East,9,4599.49,"Rs. 10,437",2992,6706.06,8626.6,Debit Card,"Rs. 21,962",New,delayed shipment
ORD-01139,26-04-2026,Bala,,ErGO cHaIr - FUrnITuRe,chaiRs,coNSuMEr,  Chennai, Tamil Nadu ,South,8,2906.17,"Rs. 10,702",939,3975.64,10867,upi,"Rs. 1,816",Premium,
ORD-01140,27-04-2026,  Pooja ,Das,DocuMENt CaBiNEt - OFfICE suPPlIEs,StORAge,COnsuMeR,Mumbai, Maharashtra,West,3,4583.85,"Rs. 4,397",4022,1856.46,4639,Debit Card,"Rs. 2,756",Regular,bulk order
ORD-01141,28-04-2026,Pooja,Kumar,PREMIUM NoTebOOK - oFFice sUppLieS,paPEr,cONSumER,Mumbai, Maharashtra,West,7,1766.14,"Rs. 16,757",85,2114.07,13718.6,Credit Card,"Rs. 21,700",Regular,address pending
ORD-01142,29-04-2026,Divya,Varma,offIcE CHaiR - fuRNitUrE,  ChAIRS ,COnSUmer,Noida, Uttar Pradesh,North,2,1477.11,"Rs. 15,243",4284,398.82,15718,Net Banking,"Rs. 22,169",Premium,
ORD-01143,30-04-2026,Naveen,Rajan,A4 coPy papER - OfFice suPPlIES,papEr,corpoRatE,  Chennai, Tamil Nadu ,South,7,162.55,"Rs. 15,754",579,184.33,12803.2,  UPI ,"Rs. 19,760",Regular, discount approval
ORD-01144,01-05-2026,Nithya,Krishnan,scaNneR mACHInE - teCHNolOgy,MacHINeS,  hOMe office ,Delhi, Delhi,North,1,7143.31,"Rs. 18,485",740,964.35,18927,,"Rs. 13,546",Premium,bulk order
ORD-01145,02-05-2026,Vijay,Rajan,    dOCUment cABInet - oFfiCE SUppLIES  ,storagE,coRpoRaTE,  Patna, Bihar ,East,2,1000.25,"Rs. 10,208",2006,306.08,10514,  Credit Card ,"Rs. 23,295",Returning, discount approval
ORD-01146,03-05-2026,Arun,Krishnan,IpHONE dEVIce - teCHNOlOGY,PHONEs,CoNSUMEr,Kolkata, West Bengal,East,8,3462.6,"Rs. 11,983",4963,3988.92,10402.55,Debit Card,"Rs. 3,410",New,urgent delivery
ORD-01147,04-05-2026,priya,Varma,sTORaGE SheLf - FurnitURE,BOokCASES,home ofFIcE,   Pune - Maharashtra  ,,West,9,2271.8,"Rs. 20,778",3393,3128.27,16964.4,Debit Card,"Rs. 7,811",Returning,
ORD-01148,05-05-2026,Naveen,  Sharma ,keYboarD coMBo - TEcHNOlOgY,aCCEssorIes,  COnSuMER ,  Lucknow, Uttar Pradesh ,North,3,72.7,"Rs. 4,913",2264,31.41,4424.05,UPI,"Rs. 9,171",Returning,
ORD-01149,06-05-2026,Anitha,Mohan,  keYbOaRD COMbO - TeChNoLogy ,ACCeSsORies,  hoMe OFfIce ,Coimbatore, Tamil Nadu,South,8,5343.98,"Rs. 18,069",2448,6541.03,15390.65,Credit Card,"Rs. 10,341",Regular,  follow up required
ORD-01150,07-05-2026,Meena,  Nair ,IPhone DEVicE - tEChNOlogY,phoneS,HoME OfFIcE,Bengaluru, Karnataka,South,3,5469.94,"Rs. 13,074",353,2658.39,12576.3,Credit Card,"Rs. 17,974",Premium, discount approval
ORD-01151,08-05-2026,Ajay,Nair,VIsIToR cHAIR - FurNiTURe,cHAirs,CORPOratE,  Jaipur, Rajasthan ,West,4,6046.74,"Rs. 5,562",399,3700.61,5131.7,Debit Card,"Rs. 1,494",Regular, duplicate check
ORD-01153,10-05-2026,Arun,Reddy,KeYBOarD coMbo - tEChnOlOgy,AcCeSSORIeS,homE OFFIcE,Chandigarh, Punjab,North,2,3954.29,"Rs. 5,920",2178,1138.83,4802,Net Banking,"Rs. 5,420",Premium,
ORD-01154,11-05-2026,Priya,Nair,stuDY TAble - FuRNituRE,TabLes,HoMe offICE,Coimbatore, Tamil Nadu,South,9,5904.83,"Rs. 21,907",4214,8609.24,17583.6,Credit Card,"Rs. 12,135",Regular,delayed shipment
ORD-01156,13-05-2026,Pooja,Das,laSEr copieR - tecHnolOgY,COpiErS,  cOrpoRAtE ,Mumbai, Maharashtra,West,1,3077.29,"Rs. 12,108",66,498.52,9805.4,Cash,"Rs. 19,526",Returning,  follow up required
ORD-01157,14-05-2026,Kavya,Krishnan,SCaNNeR MAChInE - TECHNoLOGy,  mAChInES ,  COrPoRaTE ,Hyderabad, Telangana,South,10,5477.69,"Rs. 1,339",727,9859.84,1788,  Credit Card ,"Rs. 16,978",Returning,delayed shipment
ORD-01158,15-05-2026,Lakshmi,Nair,scaNneR MACHINe - tEchnOLogY,mAchINeS,cOrPOraTe,Lucknow, Uttar Pradesh,North,2,7065.94,"Rs. 8,999",3301,2289.36,8575.1,Debit Card,"Rs. 4,599",New, discount approval
ORD-01159,16-05-2026,Suresh,Nair,InDusTRiAl priNteR - TEChNoLOGY,MacHinEs,HoMe ofFICE,Chennai, Tamil Nadu,South,7,7957.18,"Rs. 13,628",301,8522.14,13107.6,Debit Card,"Rs. 18,301",Returning, duplicate check
ORD-01160,17-05-2026,  Naveen ,Mohan, prEMiUm noTEbooK - OFfIcE sUppLIeS ,pApEr,hoMe OFFiCe,Pune, Maharashtra,West,2,1938.68,"Rs. 23,657",3688,628.13,20571.45,Cash,"Rs. 21,806",Premium,missing phone number
ORD-01161,18-05-2026,  Nithya ,Reddy,diGItaL CopIER - tecHNOlOGy,COpiErS,  COnsumer ,  Coimbatore, Tamil Nadu ,South,7,7004.12,"Rs. 11,275",1568,7501.41,10445.5,Debit Card,"Rs. 2,893",New, duplicate check
ORD-01163,20-05-2026,Ramesh,Iyer,rIng binDER - OffiCe SUPPlIes,BINDeRs,HomE OfFiCe,Delhi, Delhi,North,2,6527.72,"Rs. 22,578",3289,1997.48,18290.4,Cash,"Rs. 9,770",Premium, duplicate check
ORD-01164,21-05-2026,Priya,Varma,ErGo chAIr - fUrnituRe,cHaIrs,CoRPoRate,Jaipur, Rajasthan,West,8,6280.81,"Rs. 7,665",1003,9044.37,7420.75,Debit Card,"Rs. 6,284",Returning,
ORD-01165,22-05-2026,Rahul,Bose,KeYboaRd CombO - tEchnOLogY,accEssoriEs,CORPorAte,  Delhi, Delhi ,North,2,6677,"Rs. 9,367",367,2403.72,9607,Net Banking,"Rs. 19,418",Returning, duplicate check
ORD-01166,23-05-2026,Pooja,MOHAN,FlOoR maT - furniture,fURnIShiNGs,CORPorAte,  Bengaluru, Karnataka ,South,5,1456.16,"Rs. 18,866",4351,1048.44,19164,Credit Card,"Rs. 14,247",New, discount approval
ORD-01167,24-05-2026,Suresh,,fLOoR maT - FuRniturE,furnIShINgs,HomE OFfICE,Lucknow, Uttar Pradesh,North,3,1465.4,"Rs. 15,146",2586,633.05,14079.4,Cash,"Rs. 21,194",Returning, duplicate check
ORD-01168,25-05-2026,Suresh,Rajan,FlOor MAt - furnitUre,FURnIsHinGs,cOrPoRAte,Lucknow, Uttar Pradesh,North,1,6302.5,"Rs. 3,143",4929,1134.45,3401,Cash,"Rs. 4,461",Returning,
ORD-01169,26-05-2026,Kavya,  Gupta ,Usb HUb - TEChNOloGY,AcCesSoRIes,coNsuMer,  Pune, Maharashtra ,West,6,7292.83,"Rs. 15,372",406,6694.82,14721.4,Cash,"Rs. 11,473",Regular,
ORD-01170,27-05-2026,Arun,Varma,doCumeNT CabiNeT - OfficE SUppLIes,STORAGE,CorPorate,Pune, Maharashtra,West,10,1120.25,"Rs. 21,458",3125,1713.98,21908,Debit Card,"Rs. 6,664",Premium, discount approval
ORD-01171,28-05-2026,Sneha,Iyer,doCUmENT caBINEt - oFFicE SUPplIes,SToRaGe,CorporATE,  Noida, Uttar Pradesh ,North,4,2719.81,"Rs. 21,616",3794,1762.44,22109,Cash,"Rs. 3,482",Premium,bulk order
ORD-01172,29-05-2026,Meena,Reddy,DiGiTaL cOpIER - TecHNOLogY,cOpieRS,COrporATe,  Ahmedabad, Gujarat ,West,9,5604.71,"Rs. 16,147",2335,7263.7,14709.3,UPI,"Rs. 1,872",Premium,
ORD-01173,30-05-2026,Rahul,Singh,COlOr mARKeR SEt - oFFiCE SUPplIEs,Art,cOnSUmeR,  Ranchi, Jharkhand ,East,10,5724.95,"Rs. 20,690",3696,9789.66,16921,Net Banking,"Rs. 3,792",Returning,missing phone number
ORD-01174,31-05-2026,  Kavya ,Gupta,oFFICe ChAIR - FURNiTure,CHaIRs,hoMe OFfiCE,Bengaluru, Karnataka,South,7,3339.7,"Rs. 6,931",3482,3997.62,6660.45,  Cash ,"Rs. 11,154",Premium,bulk order
 ORD-01175 ,01-06-2026,Divya,Sharma,DIgitAl cOPieR - TeChNOLoGy,COpIErs,hoMe OffIcE,Chennai, Tamil Nadu,South,8,4221.7,"Rs. 3,448",2426,4559.44,3668.6,UPI,"Rs. 14,734",Regular,
ORD-01176,02-06-2026,Naveen,  Sharma ,SCANNER MACHiNE - TeCHNolOgY,MaChiNEs,CORPORAtE,  Pune, Maharashtra ,West,5,7191.72,"Rs. 23,926",1634,5825.29,19266.8,UPI,"Rs. 22,091",Regular,
ORD-01177,03-06-2026,Karthik,Mohan,premIUm NOtebOOK - ofFicE suPPlIES,PAPer,CONSumer,Pune, Maharashtra,West,5,5609.85,"Rs. 14,379",1141,4039.09,11947.2,  Credit Card ,"Rs. 21,143",Returning,
ORD-01178,04-06-2026,  nithya ,Devi,indUstRIAL pRintER - TeCHnOloGY,  macHINEs ,CORPoRate,Patna, Bihar,East,2,1847.74,"Rs. 23,990",287,532.15,21995,Credit Card,"Rs. 16,916",Returning,missing phone number
ORD-01180,06-06-2026,Nithya,Singh,  buSiNeSs PhoNE - tEchNolOgY ,PhoNeS,coRPoraTe,Chandigarh, Punjab,North,9,405.2,"Rs. 12,965",2612,492.32,11962.5,UPI,"Rs. 19,599",Regular,
ORD-01181,07-06-2026,  Arun ,Mohan,DigITaL copIeR - tecHNology,cOpIERS,conSUMEr,  Coimbatore, Tamil Nadu ,South,3,1439.95,"Rs. 13,627",4070,622.06,13978,Debit Card,"Rs. 23,209",Premium,delayed shipment
ORD-01182,08-06-2026,,Bose,A4 coPY paPEr - OffIcE SUPPlIEs,  paPER ,hOme OfFICE,    Hyderabad, Telangana  ,South,5,2681.54,"Rs. 24,303",4863,2413.39,22180.7,Net Banking,"Rs. 2,714",New,address pending
ORD-01183,09-06-2026,Vijay,Gupta,indusTrIAL PRinter - TeChnoloGY,MacHInES,home offiCe,Bengaluru, Karnataka,South,3,3693.47,"Rs. 22,115",1516,1595.58,19209.75,Cash,"Rs. 14,747",Regular,  follow up required
ORD-01184,10-06-2026,Rahul,Sharma,sTORage bOX - oFFiCE SuPPLies,storaGE,  coNsUmeR ,   Ranchi - Jharkhand  ,,East,5,2247.67,"Rs. 9,937",2412,1921.76,8751.45,Net Banking,"Rs. 14,293",Returning,address pending
ORD-01185,11-06-2026,Divya,Singh,coLOr Marker Set - OfFIce SUPpLIES,Art,homE OFfICe,  Chandigarh, Punjab ,North,2,4377.76,"Rs. 5,539",4486,1339.59,5598,Debit Card,"Rs. 24,853",New,
ORD-01186,12-06-2026,Santhosh,Nair,stuDY TabLE - fuRnITurE,tAbles,consuMeR,Bhubaneswar, Odisha,East,5,1917.58,"Rs. 15,571",3830,1553.24,15967,Net Banking,"Rs. 13,706",Returning, discount approval
ORD-01187,13-06-2026,Meena,Krishnan,diGITAL copiER - TEcHnOlogY,cOpieRS,HOME OffiCe,Kochi, Kerala,South,9,7159.36,"Rs. 17,540",518,11598.16,16178,Debit Card,"Rs. 23,494",Returning, duplicate check
ORD-01188,14-06-2026,Karthik,Kumar,digital CoPIEr - techNoLOgY,CoPIeRS,coNsuMER,Jaipur, Rajasthan,West,9,5552.32,"Rs. 20,233",2256,8994.76,17442.05,Cash,"Rs. 10,693",New,missing phone number
ORD-01189,15-06-2026,  Meena ,Rajan, ViSITOr chaIR - furnItUre ,CHaIrS,COrPoraTE,Pune, Maharashtra,West,1,7896.95,"Rs. 4,678",1872,1208.23,4585.1,  UPI ,"Rs. 21,017",Premium, duplicate check
ORD-01190,16-06-2026,Ramesh,  Bose ,docUMenT cAbiNET - OfFiCe SuppLIES,  sTORagE ,ConsumER,Hyderabad, Telangana,South,4,1358.43,"Rs. 3,119",4582,782.46,3211.05,Cash,"Rs. 8,985",Returning,urgent delivery
ORD-01191,17-06-2026,Nithya,Sharma,EXEcUTive DEsK - FuRNITuRe,TaBles,coNSUmeR,Noida, Uttar Pradesh,North,1,5118.57,"Rs. 11,824",2249,875.28,11403.8,Cash,"Rs. 4,279",Returning,
ORD-01192,18-06-2026,Lakshmi,Singh,coLor MaRkER set - offiCe SUPpLieS,art,cOrPOrATE,Lucknow, Uttar Pradesh,North,10,632.19,"Rs. 6,389",1747,1024.15,6702,Cash,"Rs. 19,021",Regular,urgent delivery
ORD-01193,19-06-2026,Suresh,Nair,SToRagE box - ofFIcE supPLiES,SToRAGe,CORpOratE,  Noida, Uttar Pradesh ,North,5,7997.02,"Rs. 22,470",785,5757.85,20486,  Cash ,"Rs. 11,678",Premium,
ORD-01194,20-06-2026,Suresh,Das,RINg bINdeR - OFfice SupPlIes,biNDers,  HOme OffiCE ,  Bhubaneswar, Odisha ,East,8,2644.82,"Rs. 12,156",539,3046.83,12028.2,  UPI ,"Rs. 8,598",Premium,delayed shipment
ORD-01195,21-06-2026,Pooja,Nair,DoCUmeNt CabINet - oFFICE SupPLIEs,STOrAge,hOme OffIce,Bhubaneswar, Odisha,East,1,4020.51,"Rs. 18,008",2503,651.32,15580.8,Net Banking,"Rs. 12,789",Returning,  follow up required
ORD-01196,22-06-2026,  Rahul ,Nair,SCANNer machInE - TEChnOloGY,  MachInES ,cONSUmER,Chandigarh, Punjab,North,4,4453.43,"Rs. 17,475",2316,2725.5,17539,Credit Card,"Rs. 23,485",Regular,
ORD-01197,23-06-2026,Arun,Rajan,FIle orGANIZEr - oFFIce sUpPLIes,BinderS,CORpoRATe,Hyderabad, Telangana,South,2,4476.81,"Rs. 2,740",4978,1450.49,2322,Cash,"Rs. 21,938",New,bulk order
ORD-01198,24-06-2026,Lakshmi,Singh,DigitAL COPieR - TechNolOGy,COPIErs,cORpoRate,Noida, Uttar Pradesh,North,1,4244.68,"Rs. 8,545",2190,649.44,7174,Debit Card,"Rs. 23,256",Premium,urgent delivery
ORD-01199,25-06-2026,Naveen,Bose,  vIsiTOr chaIr - FuRnituRE ,ChaIRs,cONSUMER,  Chandigarh, Punjab ,North,2,4297.2,"Rs. 2,654",3741,1392.29,2612.6,Cash,"Rs. 1,318",Returning,urgent delivery
ORD-01200,26-06-2026,Divya,Mohan,  DIspLAY rack - FURnItUrE ,BOokCAseS,homE OFfiCe,  Pune, Maharashtra ,West,2,5652.36,"Rs. 17,862",733,1627.88,15555.7,Credit Card,"Rs. 12,891",Regular, discount approval
ORD-01201,27-06-2026,Divya,Kumar,  LAsER COpIeR - TEChNOLOgy ,  coPiErs ,ConSumeR,Bhubaneswar, Odisha,East,10,1621.72,"Rs. 20,265",4982,2481.23,17550.25,Debit Card,"Rs. 2,944",Premium, duplicate check
ORD-01202,28-06-2026,Meena,  Reddy ,table LAMP - fUrnITure,fuRnIshInGs,CONSuMER,  Chandigarh, Punjab ,North,2,5231.18,"Rs. 21,373",3939,1600.74,18633.05,Cash,"Rs. 11,605",Returning,urgent delivery
ORD-01203,29-06-2026,Divya,Varma,  PREmium NoTeBOOk - offICe suPPLIeS ,papEr,coNSumeR,    Kolkata, West Bengal  ,East,7,5382.14,"Rs. 13,509",4795,5425.2,12436.1,Cash,"Rs. 11,809",Premium,  follow up required
ORD-01204,30-06-2026,Priya,Patel,disPLAy RAcK - fURNiture,BOOkcasES,ConSUmeR,Bengaluru, Karnataka,South,5,2095.27,Rs. 572,1136,1791.46,915.2,  Net Banking ,"Rs. 9,573",New,address pending
ORD-01206,02-07-2026,Suresh,Das,sKETCh KiT - OfFICE supplIes,art,HoMe oFfIcE,  Lucknow, Uttar Pradesh ,North,8,4236.83,"Rs. 22,356",2867,5185.88,21698.2,net banking,"Rs. 7,061",New,
ORD-01207,03-07-2026,Nithya,Gupta,digitaL COPIER - tECHNOLoGY,copierS,cORpOraTe,  Kolkata, West Bengal ,East,7,5026.15,"Rs. 5,181",1220,5383.01,4596.8,  Credit Card ,"Rs. 24,142",New, duplicate check
ORD-01208,04-07-2026,Divya,  Kumar ,SKeTch kit - ofFiCE sUPplIES,arT,  hOMe OFFicE ,Mumbai, Maharashtra,West,7,7879.18,"Rs. 23,583",1252,8934.99,21687.7,Debit Card,"Rs. 20,444",New,missing phone number
ORD-01209,05-07-2026,arun,  Gupta ,  wIrElesS mouse - TecHnoLOgy ,AcCEsSOries,CORPORatE,Lucknow, Uttar Pradesh,North,2,3203.21,"Rs. 14,791",4658,1153.16,13409.9,UPI,"Rs. 15,089",Premium,  follow up required
ORD-01210,06-07-2026,Anitha,Gupta,A4 COPY PapER - OffICe SuppliES,papEr,  hOme OffIcE ,Ahmedabad, Gujarat,West,8,6726.58,"Rs. 5,514",1663,7749.02,5606,UPI,"Rs. 15,497",Regular, discount approval
ORD-01211,07-07-2026,Suresh,Rajan,  exECUTIve DeSk - FUrNiTUre ,tAbleS,hOme OFFice,Kolkata, West Bengal,East,2,5136.25,"Rs. 5,014",4965,1479.24,4218.2,  Net Banking ,"Rs. 23,150",New,
ORD-01212,08-07-2026,Bala,Devi,IndUsTriaL PrinteR - tEcHnolOGY,MAchines,hOME oFFice,Patna, Bihar,East,5,,"Rs. 24,748",526,1087.7,24772,Net Banking,"Rs. 15,857",Premium,
ORD-01213,09-07-2026,Sneha,Sharma,INDustriAl PRINteR - TeCHNolOGy,MAChiNES,  consUmer ,  Lucknow, Uttar Pradesh ,North,7,6063,"Rs. 14,760",2496,5729.53,11915,Debit Card,"Rs. 17,106",New,address pending
ORD-01214,10-07-2026,Rahul,Varma,SkeTCh KIT - OFfIce suPpliES,ARt,CoRpoRAte,  Bengaluru, Karnataka ,South,4,2690.97,"Rs. 3,470",1693,1453.12,2973,Credit Card,"Rs. 23,654",Regular,delayed shipment
ORD-01215,11-07-2026,Anitha,Iyer,    Ergo cHair - fuRNITurE  ,ChaIRs,cOnSUmER,Chennai, Tamil Nadu,South,3,524.85,"Rs. 3,581",1396,269.25,3158.8,UPI,"Rs. 18,743",Returning,urgent delivery
ORD-01216,12-07-2026,Karthik,  Nair ,WIreLesS mouSE - tEcHnolOgy,ACCEsSoriEs,Home ofFIcE,Chandigarh, Punjab,North,8,5780.16,"Rs. 22,064",1402,8323.43,22279,UPI,"Rs. 17,375",New,
ORD-01217,13-07-2026,Pooja,Krishnan,prEmIUm noteBoOk - Office sUPplIeS,papeR,CORPOrate,    Madurai, Tamil Nadu  ,South,10,4814.08,Rs. 870,906,8232.08,1074,Debit Card,"Rs. 1,314",New, duplicate check
ORD-01218,14-07-2026,Ajay,  Krishnan , LAsER cOpieR - tEcHNoLoGY ,CoPiERS,COnSumer,  Lucknow, Uttar Pradesh ,North,2,1570.32,"Rs. 3,948",3689,508.78,3635.8,Credit Card,"Rs. 11,604",Returning,address pending
ORD-01219,15-07-2026,Santhosh,PATEL,cURtAIn sET - FURNITUre,fUrnIsHINGS,corPORAte,  Pune, Maharashtra ,West,2,701.77,"Rs. 1,986",3231,227.37,2086.1,  Net Banking ,"Rs. 21,949",New,delayed shipment
ORD-01220,16-07-2026,Suresh,Gupta,visITOR cHair - fuRniTUrE,chairs,home oFfice,Noida, Uttar Pradesh,North,5,4802.57,"Rs. 1,592",1259,4322.31,1395.2,Cash,"Rs. 5,591",New,  follow up required
ORD-01221,17-07-2026,Arun,Singh,A4 CoPy PApER - OfFiCe sUpPlIes,pAPer,consuMEr,   Ranchi - Jharkhand  ,,East,1,2939.05,"Rs. 19,577",3921,476.13,18741.15,Net Banking,"Rs. 23,715",Regular,
ORD-01223,19-07-2026,Karthik,  Nair ,  wOoDEn BoOKcaSe - FUrNiTuRE ,BOoKcaSes,coRPOrATe,  Mumbai, Maharashtra ,West,7,7683.22,"Rs. 14,981",465,9196.81,15243,  Cash ,"Rs. 16,593",Regular,bulk order
ORD-01224,20-07-2026,Naveen,Patel,  lASeR cOPier - TECHNOlOGY ,copIeRs,hOME OFFiCE,  Lucknow, Uttar Pradesh ,North,10,4186.06,"Rs. 24,129",3360,7158.16,19681.2,Net Banking,"Rs. 3,328",Regular,  follow up required
ORD-01225,21-07-2026,Pooja,Sharma,WoODen BOOkcaSe - fURNItUrE,BoOkcAses,  CONSUMER ,Chennai, Tamil Nadu,South,1,5338.36,"Rs. 10,930",3242,720.68,9697.5,Net Banking,"Rs. 11,122",Regular,urgent delivery
ORD-01226,22-07-2026,  Bala ,Varma,keyBoard ComBO - tEchNOlOgY,aCcESsOrieS,cORporaTE,Ranchi, Jharkhand,East,9,1064.73,"Rs. 13,124",3650,1552.38,11902.6,Credit Card,"Rs. 22,542",New,
ORD-01227,23-07-2026,Meena,Singh,  FlOOR mat - fURnitURE ,FURNiShINgs,HomE oFfiCe,  Kolkata, West Bengal ,East,5,6236.07,"Rs. 24,763",4851,5612.46,20110.4,UPI,"Rs. 23,975",Returning,
ORD-01228,24-07-2026,Kavya,Devi,  gAlaXY sMARTPHOnE - tEcHnoLogY ,pHoNEs,hOMe OFFIce,Lucknow, Uttar Pradesh,North,7,5298.56,"Rs. 12,967",1663,5007.14,11377.95,Debit Card,"Rs. 13,941",New,bulk order
ORD-01229,25-07-2026,Kavya,Nair,sKetCH kit - ofFIce SUpPLieS,  aRt ,cOrpORate,Noida, Uttar Pradesh,North,1,3564.09,"Rs. 9,205",3615,641.54,9449,UPI,"Rs. 7,151",Premium,
ORD-01230,26-07-2026,Pooja,Patel,MeEtiNg TAblE - fURniTURe,TabLeS,CONsUmer,Ahmedabad, Gujarat,West,2,982.13,"Rs. 20,124",1193,353.57,17190.4,UPI,"Rs. 2,345",New, duplicate check
